case,station,model,mode,time,label,requested_rank,stochastic_rank,minimum_fix_count,bootstrap_eligible_rank,bootstrap_best_1d,bootstrap_full,effective_sucthr,actual_ar_mode,ratio_test_executed,local_nis_test_executed,local_nis_alpha,whole_nis_alpha,search_exit_reason
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:23:30,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:24:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:24:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:24:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:24:30,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:25:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:25:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:26:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:26:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:26:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:26:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:27:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:27:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:27:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:27:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:28:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:28:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:28:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:28:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:29:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:29:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:29:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:29:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:30:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:30:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:10:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:17:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:17:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:18:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:18:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:19:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:19:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:20:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:20:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:20:30,USER_IF_L1_SD_CONDITIONAL,1,1,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:21:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:21:00,USER_IF_L1_SD_CONDITIONAL,1,1,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:21:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:21:30,USER_IF_L1_SD_CONDITIONAL,1,1,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:22:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:22:00,USER_IF_L1_SD_CONDITIONAL,1,1,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:22:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:22:30,USER_IF_L1_SD_CONDITIONAL,1,1,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:23:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:23:00,USER_IF_L1_SD_CONDITIONAL,1,1,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:23:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:23:30,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:24:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:24:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:24:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:24:30,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:25:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:25:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:26:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:26:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:26:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:26:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:27:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:27:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:27:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:27:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:28:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:28:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:28:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:28:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:29:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:29:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:29:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:29:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:30:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:30:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:10:30,USER_IF_WL_SD,5,5,1,0,0.668474,0.0333298,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:17:00,USER_IF_WL_SD,5,5,1,0,0.677429,0.0370753,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:17:30,USER_IF_WL_SD,5,5,1,0,0.83816,0.140241,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:18:00,USER_IF_WL_SD,5,5,1,0,0.913369,0.267978,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:18:30,USER_IF_WL_SD,5,5,1,0,0.952135,0.392636,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:19:00,USER_IF_WL_SD,5,5,1,0,0.973039,0.50279,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:19:30,USER_IF_WL_SD,5,5,1,0,0.984613,0.59524,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:20:00,USER_IF_WL_SD,5,5,1,0,0.991038,0.670048,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:20:30,USER_IF_WL_SD,6,6,1,0,0.994798,0.376565,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:21:00,USER_IF_WL_SD,5,5,1,0,0.996933,0.780929,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:21:30,USER_IF_WL_SD,6,6,1,0,0.998201,0.557061,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:22:00,USER_IF_WL_SD,6,6,1,0,0.99894,0.662905,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:22:30,USER_IF_WL_SD,6,6,1,1,0.999374,0.740185,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:22:30,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.252715,0.252715,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:23:00,USER_IF_WL_SD,6,6,1,1,0.999629,0.798127,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:23:00,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.256073,0.256073,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:23:30,USER_IF_WL_SD,5,5,1,1,0.999777,0.917936,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:23:30,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.259375,0.259375,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:24:00,USER_IF_WL_SD,5,5,1,1,0.999866,0.931909,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:24:00,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.262625,0.262625,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:24:30,USER_IF_WL_SD,5,5,1,1,0.99992,0.943369,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:24:30,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.265824,0.265824,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,2024-07-17T00:25:00,USER_IF_WL_SD,5,5,1,2,0.999952,0.952799,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
